Assessment Name,URL,Remote Testing Support,Adaptive/IRT Support,Duration,Test Type,Explanation
Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,Yes,Yes,36,A,"The SHL Verify G+ assessment is a personality test designed to see how well you'd fit into a specific job or company culture.  Instead of asking ""what are your strengths?"", it tries to figure out your personality style indirectly by asking how you would react in certain work situations.  Think of it as a personality test disguised as a situational judgment test.

In simple terms, it presents you with various workplace scenarios and asks you to choose the best course of action from several options.  It doesn't focus on right or wrong answers, but rather on how your choices reveal your personality and working style.  The goal is to match your personality to the requirements of the role.

Key skills and personality traits evaluated by Verify G+ include:

* **Conscientiousness:**  How organized, reliable, and detail-oriented are you?
* **Agreeableness:** How well do you work with others? Are you cooperative and easy to get along with?
* **Extraversion:** Are you outgoing, sociable, and comfortable working in teams? Or do you prefer a more independent approach?
* **Emotional Stability:** How well do you handle stress and pressure? Are you resilient and adaptable?
* **Openness to Experience:**  Are you curious, innovative, and open to new ideas?


The test isn't about having ""correct"" answers, but about showing a consistent pattern of responses that aligns with the ideal profile the employer is looking for in that specific job.  It helps employers predict your behaviour and potential fit within their team.
"
Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,Yes,Yes,10,A,"The SHL Verify General Ability Screen is a short online test used by employers to quickly assess a candidate's general cognitive abilities.  Think of it as a quick check to see if you have the basic mental horsepower for the job.  It doesn't test specific job knowledge, but rather your ability to *learn* and *apply* that knowledge.

In simple terms, it's a series of questions designed to measure your:

* **Logical reasoning:**  Can you follow a line of thought, identify patterns, and draw conclusions?  Expect questions involving diagrams, number sequences, or word problems requiring deduction.

* **Verbal reasoning:** Can you understand written information and extract meaning? This might involve reading short passages and answering comprehension questions or identifying the main idea.

* **Numerical reasoning:** Can you work with numbers and solve basic mathematical problems?  This could include interpreting charts and graphs, calculating percentages, or solving simple equations.

The test is designed to be relatively quick, and it aims to filter out candidates who lack the fundamental cognitive skills needed for the job.  It's not about getting every question right, but demonstrating a reasonable level of ability in each of these areas.  Think of it as a basic aptitude test – it's about your potential rather than your existing expertise.
"
Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,Yes,Yes,24,A,"The SHL Verify Inductive Reasoning test (2014 version) assesses your ability to identify patterns and draw logical conclusions from incomplete information.  Think of it as a puzzle where you're given a series of shapes, numbers, or letters, and you need to figure out the underlying rule governing their arrangement. Then, you use that rule to select the next shape, number, or letter in the sequence.

In simple terms, it tests how well you can:

* **Spot patterns:**  Can you see the relationships between different elements in a set of data?
* **Deduce rules:** Can you figure out the ""rule"" that explains why those elements are arranged the way they are?
* **Apply logic:** Can you use that rule to predict what should come next?

The test presents you with a series of questions, each showing a pattern or sequence. You have to choose the answer option that logically continues the pattern.  It doesn't require prior knowledge; the focus is entirely on your reasoning and analytical abilities.  Key skills evaluated include:

* **Logical reasoning:** The ability to think systematically and identify the relationships between different pieces of information.
* **Pattern recognition:**  The ability to quickly identify repeating or evolving patterns.
* **Problem-solving:** The ability to analyze a problem and find a solution using logical deduction.
* **Abstract reasoning:** The ability to work with concepts and ideas rather than concrete objects.


The 2014 version likely differs only slightly from later versions in terms of the interface or the exact types of patterns presented, but the core principles of inductive reasoning remain the same.
"
Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,Yes,Yes,20,A,"The SHL Verify Numerical Reasoning test is a timed online assessment designed to gauge your ability to understand and interpret numerical data presented in charts, graphs, and tables.  Think of it as a quick, data-driven problem-solving test.  It doesn't involve complex formulas or advanced math; instead, it focuses on your ability to:

* **Extract relevant information:**  Quickly identify the key numbers and data points needed to answer a question.
* **Interpret data:** Understand what the data shows and draw logical conclusions from it.
* **Perform basic calculations:**  You'll need to do simple arithmetic (addition, subtraction, multiplication, division, and percentages) to solve the problems.
* **Work efficiently under pressure:** The test is timed, so you need to work quickly and accurately.

In simple terms, it checks if you can understand business-related data presented visually and use that data to answer questions efficiently and correctly.  It's less about your mathematical prowess and more about your analytical and problem-solving skills related to numerical data.
"
Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,Yes,No,5,A,"The SHL Verify - Technical Checking - Next Generation assessment is basically a test to see how well you can spot mistakes in technical documents.  Imagine you're proofreading a technical manual, a set of engineering plans, or a software code snippet.  This test throws similar material at you and asks you to find errors in things like:

* **Accuracy:** Are the facts, figures, and information correct?
* **Consistency:** Are things presented in a uniform and logical way throughout the document?  Are there contradictions?
* **Completeness:** Is all necessary information present? Are there any gaps or missing pieces?
* **Clarity:** Is the information easy to understand and unambiguous?


In simple terms, it assesses your **attention to detail**, your **analytical skills**, and your ability to **critically evaluate** technical information.  It's not about your technical expertise in a specific field (like knowing how to program), but rather your ability to identify problems within technical documentation regardless of your specific field knowledge.

Key skills evaluated include:

* **Attention to Detail:**  Spotting minor inconsistencies, errors, and omissions.
* **Analytical Thinking:** Identifying patterns and inconsistencies in information.
* **Logical Reasoning:**  Determining if information flows correctly and logically.
* **Accuracy:**  Precisely identifying and correcting errors.
* **Problem-Solving:** Using information to identify and resolve discrepancies.

Think of it as a test of your eagle eye and your ability to think critically about the technical information presented.
"
Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,Yes,Yes,10,A,"The SHL Verify - Working with Information assessment is a test that checks how well you can understand, interpret, and use written information.  Think of it as a real-world test of your reading comprehension and analytical skills applied to workplace scenarios.  It doesn't test your prior knowledge on specific topics, but rather how effectively you can process new information given to you.

In simple terms, you'll be given passages of text (reports, emails, memos, etc.) and then asked questions about them.  These questions might ask you to:

* **Identify key facts and details:**  What was the main point? What specific information was mentioned?
* **Draw inferences and conclusions:** What can you deduce from the information provided, even if it's not explicitly stated?
* **Understand the author's tone and purpose:** Was the author trying to inform, persuade, or something else?
* **Compare and contrast different pieces of information:**  How do two different documents relate to each other?
* **Apply information to solve problems:** Using the information provided, what would be the best course of action?


**Key skills evaluated:**

* **Reading comprehension:** Understanding the meaning of written text.
* **Information analysis:** Identifying key information and separating it from irrelevant details.
* **Logical reasoning:** Drawing conclusions and making inferences based on the provided information.
* **Problem-solving:** Applying the information to solve problems or make decisions.
* **Attention to detail:**  Accurately identifying specific facts and figures.


Essentially, it assesses your ability to efficiently and accurately extract meaning from written materials – a critical skill in almost any job.
"
Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,Yes,No,Not Given,A,"The SHL Verify G+ Ability Test Report summarizes your performance on a general cognitive ability test.  In simple terms, it shows how well you did on a test designed to measure your thinking skills, not your knowledge of specific subjects.

Think of it like a general IQ test, but focused on skills relevant to the workplace.  The report doesn't tell you *what* you got right or wrong, but rather *how* you performed compared to other people who took the same test.  This comparison often gives you a percentile score (e.g., you scored in the 80th percentile, meaning you did better than 80% of those who took the test).

**Key skills evaluated usually include (but aren't limited to):**

* **Verbal reasoning:** Understanding written information and drawing conclusions.
* **Numerical reasoning:** Solving mathematical problems and interpreting data.
* **Inductive reasoning:** Identifying patterns and logical connections.
* **Deductive reasoning:** Drawing logical conclusions from given information.
* **Spatial reasoning:**  (Sometimes included) Visualizing and manipulating objects in space.


The report aims to give potential employers a quick, objective measure of your cognitive ability, which is often considered a strong predictor of job performance across various roles.  It helps them assess whether you have the mental agility to learn quickly, solve problems efficiently, and adapt to new situations within the workplace.
"
Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,Yes,No,Not Given,A,"The SHL Verify G+ Candidate Report summarizes the results of a personality assessment designed to see how well a candidate's personality aligns with the demands of a specific job.  Think of it as a personality ""matchmaking"" service for employers.

In simple terms, the report tells the employer how likely a candidate is to succeed in the role based on their personality traits.  It doesn't measure skills like typing speed or coding ability; it focuses on *how* they might approach work, how they might interact with colleagues, and how they might handle stress.


Key skills (or rather, personality traits) it evaluates include:

* **Conscientiousness:**  How organized, responsible, and dependable the candidate is.  Are they detail-oriented and thorough?
* **Agreeableness:** How well they work with others, how cooperative and empathetic they are.
* **Extraversion/Introversion:**  Are they outgoing and sociable, or more reserved and independent?  (Note: Neither is better; the ideal level depends on the job.)
* **Emotional Stability:** How well they manage stress and pressure.  Are they resilient and calm under pressure?
* **Openness to Experience:**  How creative, curious, and adaptable they are.


The report uses this information to create a profile, showing the employer a snapshot of the candidate's personality and how well it fits the specific requirements of the job they are applying for.  The employer then uses this information, alongside other assessment results and the interview process, to make a hiring decision.
"
Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,Yes,No,Not Given,A,"The SHL Verify Interactive Ability Report is a summary of how well someone performed on a specific type of online aptitude test designed to assess their cognitive abilities relevant to a job.  Think of it as a scorecard showing strengths and weaknesses in specific areas of thinking.

In simple terms, it tells the employer:  ""Here's how this candidate thinks and solves problems under pressure, based on their performance in our test.""

The report doesn't just give a single score. Instead, it breaks down the candidate's performance across key cognitive skills, such as:

* **Inductive Reasoning:** The ability to identify patterns and draw conclusions from given information.  Can they see the bigger picture?
* **Deductive Reasoning:** The ability to apply general rules to specific situations and draw logical conclusions. Can they follow a chain of logic?
* **Verbal Reasoning:** The ability to understand and analyze written information. Can they comprehend complex text and draw meaning from it?
* **Spatial Reasoning:**  The ability to visualize and manipulate objects in three-dimensional space. This is crucial in many design or technical roles. (Not always included, depending on the specific test used).


The report often uses percentiles to show how the candidate's performance compares to other people who have taken the same test.  For example, a percentile of 80 means the candidate performed better than 80% of other test-takers.

Ultimately, the Verify Interactive Ability Report helps employers assess a candidate's suitability for a role by providing objective data about their cognitive capabilities relevant to that role's demands.
"
Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No,Not Given,A,"The SHL Verify Interactive G+ Candidate Report summarizes the results of a personality and cognitive ability assessment used by employers during the hiring process.  Think of it as a detailed report card showing how you performed on a test designed to assess your suitability for a specific job.

In simple terms, the report analyzes your responses to questions aiming to understand:

* **Your personality:**  It looks at your typical behaviors, preferences, and how you might approach different situations at work.  Are you a team player? Are you proactive? Are you detail-oriented?  This uses a model similar to the ""Big Five"" personality traits (openness, conscientiousness, extraversion, agreeableness, neuroticism).

* **Your cognitive abilities:** This assesses your reasoning skills, problem-solving abilities, and how quickly you can process information.  Things like numerical reasoning, verbal reasoning, and abstract reasoning are typical components.

The report won't just give you a simple ""pass"" or ""fail."" Instead, it provides a detailed profile comparing your strengths and weaknesses to the ideal profile for the specific job you applied for.  It might highlight areas where you excel and areas where you could improve.  The employer uses this information to determine if your skills and personality are a good fit for their team and the role's demands.

**Key skills evaluated:**  The exact skills depend on the specific job, but generally include:

* **Problem-solving:** Ability to think critically and find solutions.
* **Decision-making:** Ability to make sound judgments based on available information.
* **Communication skills (implied):** While not directly tested, your responses to personality questions can reveal your communication style.
* **Teamwork (implied):** Similar to communication, personality aspects reveal your collaborative tendencies.
* **Adaptability/Flexibility:** How well you adjust to changing circumstances.
* **Logical reasoning:** Ability to identify patterns and draw conclusions.
* **Numerical and verbal reasoning:** Ability to understand and interpret numbers and text.

Essentially, the report helps employers make more informed hiring decisions by providing a data-driven view of a candidate's potential fit for the role.
"
Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,Yes,No,Not Given,A,"The SHL Verify Interactive G+ Report is a way of presenting the results of a personality assessment (specifically, the SHL Verify personality questionnaire).  Instead of just a list of scores, it's an interactive report that helps you understand *how* your personality traits might affect your performance in a job.

In simple terms, it takes the results of your personality test and translates them into a visual, user-friendly format. It shows your strengths and weaknesses in areas relevant to workplace success.  Think of it as a personalized career-advice report based on your personality profile.

The key skills and traits it evaluates are various aspects of personality relevant to work, including:

* **Conscientiousness:** How organized, responsible, and dependable you are.
* **Extraversion:** How outgoing, sociable, and assertive you are.
* **Agreeableness:** How cooperative, friendly, and compassionate you are.
* **Emotional Stability (Neuroticism):** How calm, even-tempered, and resilient you are under pressure.
* **Openness to Experience:** How curious, imaginative, and creative you are.

These five traits (often called the ""Big Five"" personality traits) are assessed, and the report explains how they might influence your teamwork, leadership potential, ability to handle stress, and overall job fit.  It doesn't just tell you your scores; it shows how those scores relate to the demands of various roles.  For example, it might suggest that while your high extraversion is great for client-facing roles, it could be a challenge in tasks requiring solitary focus.

In short, it aims to give candidates a better understanding of themselves and how their personality profile might impact their career prospects.
"
Teradata Development (New),https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,Yes,No,9,K,"The SHL Teradata Development (New) assessment is a test designed to see if you have the skills and knowledge needed to be a successful Teradata developer.  In simpler terms, it checks if you know how to use Teradata, a powerful database system used by large companies to store and manage massive amounts of data.

The assessment focuses on your practical abilities rather than just theoretical knowledge. It won't be a simple multiple-choice quiz. Instead, expect questions and tasks that simulate real-world scenarios a Teradata developer faces.  These might involve:

* **SQL Proficiency:**  A huge part will be testing your skill in writing SQL queries (Structured Query Language) to retrieve, manipulate, and analyze data within Teradata.  This includes things like joins, subqueries, aggregations, and window functions.
* **Data Modeling:**  Understanding how data is structured and organized within a database. You might be asked questions about designing tables, relationships between tables, and data normalization.
* **Performance Tuning:**  Writing efficient SQL queries that run quickly, even on massive datasets. This involves understanding indexing, query optimization techniques, and avoiding performance bottlenecks.
* **Teradata Specific Features:**  Knowledge of features unique to the Teradata database system.  This could include understanding its parallel processing capabilities, specific functions, or utilities.
* **Problem-Solving:**  Applying your knowledge to solve practical data-related problems. You'll likely encounter scenarios where you need to analyze a problem, write the appropriate SQL code, and interpret the results.

Essentially, the SHL Teradata Development assessment aims to evaluate whether you can effectively use SQL and Teradata to extract meaningful insights from large datasets – a crucial skill for anyone working with this technology.
"
Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,Yes,Yes,15 - 35,K,"The SHL Time Management (U.S.) assessment is a test designed to see how well you can prioritize tasks and manage your time effectively in a work setting.  Imagine you're given a bunch of work emails, meetings, and projects with deadlines – this test simulates that.

In simple terms, it presents you with scenarios requiring you to decide which tasks to tackle first, based on their importance and urgency.  You'll be given a limited amount of time to make these decisions and plan your day.  It's not about actually *doing* the tasks, but about *planning* how you would do them efficiently.

**Key skills evaluated:**

* **Prioritization:**  Identifying the most crucial tasks from a list.
* **Planning & Organization:** Structuring your workload to meet deadlines.
* **Time Allocation:**  Estimating how long tasks will take and assigning appropriate time slots.
* **Decision-Making under Pressure:** Making quick, effective choices within a time constraint.
* **Efficiency:**  Optimizing your workflow to complete as much as possible within the given time.


Essentially, the test assesses your ability to manage your time effectively and avoid procrastination in a realistic work environment.
"
Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/,Yes,Yes,15 - 35,K,"The SHL Training Development assessment is a test designed to see how well you understand and can apply principles of training and development in a workplace setting.  Think of it as a test on your ability to design, deliver, and evaluate training programs.

In simple terms, it assesses your knowledge of:

* **Needs analysis:** Identifying what training is needed and who needs it.
* **Learning styles and methods:** Choosing the right way to teach people (e.g., presentations, workshops, online modules).
* **Training design and delivery:** Creating engaging and effective training materials and sessions.
* **Evaluation of training:** Measuring whether the training worked and achieved its goals.
* **Understanding adult learning principles:** Applying strategies that work best for adult learners.

The key skills it evaluates include:

* **Problem-solving:** Identifying training needs and finding solutions.
* **Planning and organisation:** Structuring training programs effectively.
* **Communication:** Explaining complex ideas clearly.
* **Analytical skills:** Evaluating training effectiveness and making improvements.
* **Understanding of learning principles:** Applying best practices to training design and delivery.


Essentially, the assessment checks if you possess the knowledge and skills necessary to successfully create and implement training programs. It's not a test of your specific training experience, but rather your understanding of the core concepts involved.
"
TYPING (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/,Yes,No,2,S,"The SHL ""Typing (New)"" assessment is simply a test of your typing speed and accuracy.  It's like a typing test you might have taken in school, but it's timed and scored to measure your efficiency.

In simple terms, you'll be given a passage of text to type as quickly and accurately as possible within a given time limit.  The computer will track your words per minute (WPM) and your accuracy (percentage of correctly typed words).

**Key skills evaluated:**

* **Typing speed (WPM):** How many words you can type correctly in a minute.
* **Accuracy:** How many errors (mistakes, typos) you make while typing.  A high WPM is useless if you have many errors.
* **Keyboard familiarity:** Your proficiency and comfort level using a standard keyboard.

It's not about fancy typing techniques or special skills, just about how quickly and accurately you can transfer text from the screen to the document.  The test assesses a fundamental skill often needed in many office-based roles.
"
UiPath RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,Yes,No,8,K,"The SHL UiPath RPA Development (New) assessment is a test designed to see how well you understand and can apply the UiPath Robotic Process Automation (RPA) software.  In simple terms, it checks if you could build and maintain software robots that automate repetitive tasks on a computer.

Think of it like a driving test, but for software robots instead of cars.  The test doesn't require you to build a full robot from scratch in real-time, but it assesses your knowledge of how to do so.

**Key skills evaluated include:**

* **Understanding of UiPath Studio:**  This is the main software used to build the robots.  The test will check if you know how to use its tools and features.
* **Workflow design:**  Can you plan out the steps a robot needs to take to complete a task efficiently?  This includes sequencing actions and handling potential errors.
* **Knowledge of activities:**  UiPath has many pre-built ""activities"" (like clicking buttons, typing text, reading emails) that you use to build robots. The test will evaluate your familiarity with these.
* **Data manipulation:**  Robots often need to handle data, like extracting information from documents or databases.  The test will likely assess your understanding of how to work with data within UiPath.
* **Debugging and troubleshooting:**  Even the best robots have bugs.  The assessment will check if you can identify and fix problems in a robot's workflow.
* **Understanding of RPA concepts:**  This includes general knowledge of what RPA is, its benefits, and where it's applicable.


Basically, the assessment aims to determine if you possess the fundamental skills and knowledge to be a successful UiPath RPA developer.  It's not about complex coding, but rather a practical understanding of the platform and its application to automation tasks.
"
Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,Yes,No,Not Given,C P,"The SHL Universal Competency Framework Interview Guide is basically a structured way for interviewers to assess candidates' skills and abilities for a job.  Instead of just asking random questions, it uses a set of common competency areas (key skills) to determine if someone is a good fit.  The interviewer uses pre-determined questions related to these competencies to evaluate the candidate's past behaviors and how they'd handle future situations.  This ensures fairness and consistency in the hiring process.

In simpler terms, it's like a recipe for a job interview that ensures all important skills are checked.

The key skills (competencies) evaluated vary slightly depending on the specific job, but generally include things like:

* **Problem-solving:**  How well can the candidate identify, analyze, and solve problems?
* **Communication:** How effectively can they communicate ideas, both verbally and in writing?
* **Teamwork:** How well do they work with others and contribute to a team?
* **Leadership:**  If applicable, their ability to lead and motivate others.
* **Planning & Organization:**  Their ability to plan and organize their work effectively.
* **Decision-making:** How well they make decisions, especially under pressure.
* **Initiative:**  How proactive and self-motivated are they?
* **Resilience:** How they handle setbacks and stressful situations.
* **Adaptability:** How well they adjust to changes and new situations.


The interviewer looks for evidence of these skills in the candidate's past experiences, using the STAR method (Situation, Task, Action, Result) often as a framework for answering questions. The guide helps them objectively evaluate those experiences.
"
Universal Competency Framework Job profiling guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,No,Untimed,C P,"The SHL Universal Competency Framework Job Profiling Guide is essentially a tool to help companies figure out what skills and personality traits are really needed for a specific job.  Instead of just listing job duties, it helps break down the role into the underlying *competencies* – the knowledge, skills, abilities, and behaviours a person needs to succeed.  Think of it as a recipe for a successful employee in that particular role.

In simple terms, the guide helps companies:

1. **Define the ideal employee:**  It provides a structured way to determine the crucial skills and qualities for a position, going beyond just the tasks listed in a traditional job description.
2. **Select the right assessment tools:** Based on the identified competencies, it helps choose the appropriate SHL assessments (like aptitude tests or personality questionnaires) to measure if candidates possess those crucial skills.
3. **Improve recruitment:** By focusing on essential competencies, companies can find candidates who are a better fit and more likely to perform well, leading to better hiring decisions and reduced turnover.


The key skills (competencies) evaluated often include a mix of:


* **Cognitive abilities:**  Problem-solving, analytical thinking, decision-making, learning agility.  These are usually tested through aptitude tests.
* **Behavioral competencies:**  Teamwork, communication, leadership, resilience, customer focus, drive & motivation. These are typically assessed through personality questionnaires and sometimes situational judgment tests.


Essentially, the guide helps companies move beyond a superficial job description to a deeper understanding of what truly makes someone successful in a role, using SHL's assessment tools to objectively measure those qualities in candidates.
"
Universal Competency Framework Profiler Cards (44),https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Yes,No,Untimed,C P,"The SHL Universal Competency Framework Profiler Cards (44) is a personality and aptitude assessment used by employers to understand how well a candidate's skills and personality match the demands of a specific job.  Imagine it as a deck of cards, each representing a different behavior or skill.  The candidate sorts these cards into piles based on how well they describe them, revealing their strengths and weaknesses.

It doesn't focus on specific knowledge like math or coding, but rather on **how you work and interact**. In simpler terms, it assesses your *soft skills*.

Key skills evaluated include (but are not limited to):

* **Leadership:** Your ability to motivate, influence, and guide others.
* **Teamwork:** How well you collaborate and contribute to a team.
* **Communication:** Your skills in expressing ideas clearly and actively listening.
* **Problem-solving:** Your approach to identifying and resolving issues.
* **Decision-making:** Your ability to make sound judgments and choices.
* **Resilience:** Your capacity to cope with pressure and setbacks.
* **Adaptability:** Your flexibility and willingness to change.
* **Drive/Initiative:** Your level of motivation and proactive behavior.
* **Planning & Organization:** Your ability to manage time and resources effectively.
* **Influence:** Your ability to persuade others and build consensus.


Essentially, the assessment helps companies see if your personality and working style fit their company culture and the requirements of the specific role.  It's designed to give a holistic view of your capabilities beyond just your technical skills.
"
UNIX (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/,Yes,No,9,K,"The SHL ""UNIX (New)"" assessment is a test designed to gauge your understanding of basic UNIX/Linux command-line operations.  Think of it as a practical exam of your ability to navigate and manage files and directories using text commands, rather than a graphical interface like Windows Explorer.  It's not about advanced scripting or system administration; it focuses on the fundamentals.

In simple terms, you'll be given scenarios requiring you to perform tasks like:

* **Navigating directories:** Moving between folders using commands like `cd`.
* **Listing files and directories:**  Using `ls` to see what's in a folder.
* **Creating, deleting, and renaming files and directories:** Using commands like `mkdir`, `rmdir`, `touch`, `rm`, `mv`.
* **Copying and moving files:** Using `cp` and `mv`.
* **Finding files:**  Potentially using `find` (though simpler scenarios might not need it).
* **Basic file permissions:** Understanding read/write/execute permissions (though deep understanding isn't typically tested).
* **Using pipes and redirection:** Combining commands to achieve complex tasks (e.g., `ls -l | grep .txt`).


Key skills evaluated include:

* **Command-line proficiency:**  Knowing the syntax and functionality of common UNIX commands.
* **Problem-solving:**  Figuring out the right sequence of commands to solve given problems.
* **Logical thinking:** Understanding the structure of a file system and how to manipulate it efficiently.
* **Attention to detail:**  Small errors in commands can lead to incorrect results.


It's crucial to note that this isn't a coding test; it's about your understanding of the *commands* themselves and their practical application.  You won't be writing scripts or programs.  It's a test focused on core UNIX/Linux command-line competency.
"
VB.NET (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,Yes,No,10,K,"The SHL VB.NET (New) assessment is a test designed to evaluate your programming skills specifically using the VB.NET programming language.  Think of it as a coding exam, but focused on VB.NET and presented in a multiple-choice and/or coding challenge format.

In simple terms, it checks if you understand how to:

* **Write VB.NET code:**  This means you need to know the syntax (how to write the code correctly), basic programming structures (loops, conditional statements, functions), and how to use variables and data types.
* **Solve programming problems:** The test will present you with scenarios requiring you to write code or choose the correct code snippet to achieve a specific outcome.  This isn't just about knowing the syntax; it's about applying that knowledge to solve real-world problems.
* **Understand object-oriented programming (OOP) concepts (potentially):** Depending on the level of the assessment, you might be tested on OOP principles like classes, objects, inheritance, and polymorphism.  This is a more advanced aspect of programming.
* **Debug code:** You might be presented with code that has errors (bugs) and asked to identify and correct them.


**Key Skills Evaluated:**

* **VB.NET Syntax and Semantics:**  Do you know the rules of the VB.NET language?
* **Problem-solving:** Can you break down a problem into smaller, manageable parts and translate that into code?
* **Logical reasoning:** Do you think logically and systematically to approach coding challenges?
* **Algorithm design:** Can you create a sequence of steps (an algorithm) to solve a problem efficiently?
* **Debugging skills:**  Can you find and fix errors in code?
* **Object-oriented programming (potentially):** Depending on the assessment's level, your knowledge of OOP principles may be assessed.


It's crucial to note that the difficulty and specific topics covered can vary depending on the job you're applying for. A junior developer role would have a less demanding assessment than a senior role.  Practice with VB.NET coding exercises beforehand is highly recommended.
"
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,Yes,Yes,20,A,"The SHL Verify Deductive Reasoning test assesses your ability to draw logical conclusions from given information.  Think of it as a puzzle where you're given a set of facts and need to determine what must definitely be true based *only* on those facts.  You're not allowed to make assumptions or use outside knowledge; your answer must be directly supported by the provided information.

In simple terms, it tests your ability to:

* **Analyze information:** Carefully read and understand the provided facts.
* **Identify relationships:**  See how the facts connect and relate to each other.
* **Draw logical conclusions:** Determine what must be true based solely on the given information, without making guesses.
* **Eliminate incorrect options:**  Reject answers that aren't supported by the evidence.


Key skills evaluated include:

* **Deductive reasoning:**  The core skill of drawing logical conclusions from premises.
* **Logical thinking:**  The ability to think clearly and systematically to solve problems.
* **Analytical skills:**  The ability to break down complex information into smaller parts and understand the relationships between them.
* **Attention to detail:**  Making sure to accurately interpret every piece of provided information.
* **Information processing:**  Effectively handling and using the given information to reach a conclusion.


The questions usually involve scenarios, statements, and possible conclusions. You'll need to decide which conclusion(s) are definitively true based on the provided statements.  It’s about rigorous logic, not intuition or guesswork.
"
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,Yes,No,8,A,"The SHL Verify - Following Instructions test is basically a test of how well you can follow very specific, sometimes tricky, instructions.  Imagine a simple task like sorting shapes or numbers, but the instructions are written in a way that's designed to see if you can pay close attention to detail and avoid making mistakes because you rushed or misinterpreted something.

Think of it like a very precise, rule-based puzzle. You're given clear rules, and you have to apply those rules exactly as written, even if it seems slightly counterintuitive or illogical at first glance.  There's no room for creative interpretation – you have to follow the letter of the law.

**Key skills evaluated:**

* **Attention to detail:**  Can you spot small differences and avoid errors caused by overlooking details?
* **Following instructions accurately:** Can you understand and execute instructions precisely, without adding your own interpretation?
* **Accuracy:** Can you consistently deliver correct results by precisely following the given rules?
* **Rule adherence:** Can you follow rules consistently, even under pressure or when faced with confusing instructions?
* **Concentration:** Can you stay focused and avoid mistakes due to lack of concentration?


In short, it's a test of your ability to be methodical and precise, and to avoid making mistakes because of misinterpreting instructions or not paying close attention. It's a common assessment used in many jobs where accuracy and following procedures is paramount, like data entry, administration, or any role involving careful execution of tasks.
"
Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/,Yes,No,5,K,"The SHL Struts (New) assessment is a numerical reasoning test designed to evaluate your ability to quickly and accurately interpret and analyze data presented in charts, graphs, and tables.  Think of it as a real-world application of math, focusing less on complex formulas and more on understanding and drawing conclusions from business-related data.

In simple terms, you'll be given various data displays (like bar charts, pie charts, line graphs, and tables) and asked a series of questions about the information shown. These questions will require you to:

* **Interpret data:** Understand what the charts and graphs are showing.
* **Identify trends:** Recognize patterns and changes over time or between different categories.
* **Calculate percentages and ratios:** Perform basic calculations based on the provided data.
* **Compare data:** Analyze differences and similarities between different data points.
* **Draw conclusions:** Use the data to answer specific questions and make informed judgments.


**Key skills evaluated:**

* **Numerical reasoning:**  The core skill – your ability to interpret numbers and make sense of numerical information.
* **Data interpretation:** Understanding and extracting relevant information from various data formats.
* **Problem-solving:** Using logical thinking and reasoning skills to arrive at correct answers.
* **Speed and accuracy:** Completing the test efficiently while maintaining a high level of accuracy is crucial.

Essentially, Struts assesses your aptitude for working with numbers in a business context.  It's not a test of advanced mathematics, but rather your ability to extract meaningful information from data and use it to make sound judgments.
"
